step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
818,2.84546,0.57143,,
819,2.92739,0.57143,,
820,2.30203,0.63158,,
821,2.23426,0.63158,,
822,2.23132,0.63158,,
823,2.5673,0.6,,
824,2.5472,0.6,,
825,2.23826,0.63158,,
826,2.16038,0.63158,,
827,2.58064,0.6,,
828,2.14429,0.63158,,
829,2.56617,0.6,,
830,2.84649,0.57143,,
831,2.28839,0.63158,,
832,2.57128,0.6,,
833,2.56024,0.625,,
834,2.20686,0.63158,,
835,1.39228,0.73529,,
836,2.19572,0.63158,,
837,2.27375,0.63158,,
838,2.17934,0.63158,,
839,2.91022,0.57143,,
840,2.28787,0.63158,,
841,2.84223,0.54762,,
842,1.7454,0.66667,,
843,2.57445,0.625,,
844,2.53546,0.6,,
845,2.59307,0.575,,
846,2.56371,0.6,,
847,2.64358,0.575,,
848,2.20158,0.63158,,
849,2.63063,0.6,,
850,2.20387,0.63158,,
851,2.56643,0.6,,
852,2.639,0.6,,
853,2.89599,0.57143,,
854,2.87671,0.54762,,
855,2.69782,0.6,,
856,2.55932,0.6,,
857,2.2273,0.63158,,
858,2.92685,0.57143,,
859,2.17517,0.63158,,
860,2.15105,0.65789,,
861,2.20549,0.63158,,
862,2.90057,0.57143,,
863,2.9354,0.57143,,
864,1.72127,0.66667,,
865,2.92445,0.57143,,
866,2.63559,0.6,,
867,2.55657,0.625,,
868,2.17485,0.63158,,
869,2.59315,0.6,,
870,2.55241,0.6,,
871,2.98135,0.57143,,
872,2.96942,0.57143,,
873,2.55355,0.6,,
874,2.85133,0.57143,,
875,2.85574,0.57143,,
876,1.86444,0.66667,,
877,2.90894,0.57143,,
878,2.60074,0.6,,
879,2.6207,0.6,,
880,2.24668,0.63158,,
881,1.89932,0.66667,,
882,2.54749,0.6,,
883,2.42165,0.63158,,
884,2.97244,0.57143,,
885,2.91106,0.57143,,
886,2.58579,0.6,,
887,1.80579,0.66667,,
888,2.88717,0.57143,,
889,2.54266,0.6,,
890,2.99153,0.57143,,
891,2.26162,0.60526,,
892,2.17606,0.63158,,
893,2.62149,0.6,,
894,2.9088,0.57143,,
895,1.76957,0.66667,,
896,2.87559,0.57143,,
897,2.24987,0.63158,,
898,2.1898,0.63158,,
899,2.89634,0.57143,,
900,2.29015,0.63158,,
901,2.55034,0.6,2.85815,0.28571
902,2.91102,0.57143,,
903,2.93728,0.57143,,
904,2.83036,0.61905,,
905,2.92418,0.57143,,
906,2.59186,0.6,,
907,2.54605,0.6,,
908,2.65432,0.6,,
909,2.52108,0.6,,
910,2.2103,0.63158,,
911,2.22814,0.63158,,
912,2.58572,0.6,,
913,2.87481,0.57143,,
914,2.91846,0.57143,,
915,2.55749,0.6,,
916,2.56889,0.6,,
917,2.528,0.6,,
918,2.54606,0.6,,
919,2.13644,0.63158,,
920,2.95691,0.57143,,
921,2.56778,0.6,,
922,2.19369,0.63158,,
923,2.23472,0.63158,,
924,2.88621,0.57143,,
925,2.67526,0.6,,
926,2.20435,0.63158,,
927,2.29145,0.63158,,
928,2.60269,0.6,,
929,2.8922,0.57143,,
930,1.77613,0.66667,,
931,2.88697,0.57143,,
932,1.80427,0.66667,,
933,1.33186,0.70588,,
934,2.24699,0.63158,,
935,2.89115,0.54762,,
936,2.90955,0.57143,,
937,1.86386,0.69444,,
938,2.62768,0.6,,
939,2.88686,0.52381,,
940,2.20656,0.63158,,
941,1.82143,0.66667,,
942,2.85111,0.59524,,
943,2.65841,0.625,,
944,2.55589,0.6,,
945,2.20773,0.63158,,
946,2.53877,0.6,,
947,2.19309,0.63158,,
948,2.6625,0.6,,
949,2.89648,0.57143,,
950,2.5115,0.6,,
951,2.9096,0.57143,,
952,1.75902,0.66667,,
953,1.3892,0.70588,,
954,2.58168,0.6,,
955,2.61198,0.6,,
956,2.22039,0.63158,,
957,2.55993,0.6,,
958,2.21572,0.63158,,
959,2.28559,0.63158,,
960,2.20953,0.63158,,
961,2.86523,0.57143,,
962,2.57153,0.6,,
963,2.54769,0.6,,
964,2.58482,0.6,,
965,2.92746,0.57143,,
966,2.52613,0.6,,
967,2.87668,0.54762,,
968,2.3761,0.63158,,
969,2.17656,0.63158,,
970,2.17338,0.63158,,
971,1.76403,0.66667,,
972,2.93703,0.57143,,
973,2.16182,0.63158,,
974,2.15461,0.63158,,
975,2.55633,0.6,,
976,2.69399,0.6,,
977,3.08558,0.57143,,
978,1.36922,0.73529,,
979,2.88546,0.57143,,
980,2.19272,0.63158,,
981,2.1853,0.63158,,
982,2.13736,0.63158,,
983,2.19906,0.63158,,
984,2.64599,0.6,,
985,2.93994,0.57143,,
986,2.11557,0.65789,,
987,2.84486,0.57143,,
988,1.79596,0.66667,,
989,2.94382,0.57143,,
990,2.59162,0.575,,
991,2.13357,0.63158,,
992,2.58512,0.575,,
993,2.19365,0.68421,,
994,2.63495,0.6,,
995,1.82636,0.66667,,
996,2.65106,0.6,,
997,2.24862,0.65789,,
998,2.20023,0.63158,,
999,1.45562,0.70588,,
1000,2.87249,0.57143,,
1001,2.86149,0.57143,2.90808,0.28571
1002,2.63395,0.6,,
1003,2.58068,0.625,,
1004,2.24215,0.63158,,
1005,2.93195,0.57143,,
1006,2.97433,0.57143,,
1007,3.05921,0.54762,,
1008,2.28102,0.64865,,
1009,2.17728,0.63158,,
1010,2.9283,0.57143,,
1011,1.83183,0.66667,,
1012,2.66269,0.6,,
1013,1.80078,0.66667,,
1014,2.52283,0.6,,
1015,2.60168,0.6,,
1016,2.5885,0.575,,
1017,1.81985,0.72222,,
1018,2.94035,0.57143,,
1019,2.5662,0.6,,
1020,2.62238,0.6,,
1021,1.82406,0.66667,,
1022,2.52282,0.6,,
1023,2.24553,0.63158,,
1024,2.56758,0.6,,
1025,2.1281,0.65789,,
1026,1.82225,0.66667,,
1027,2.20813,0.63158,,
1028,2.52856,0.6,,
1029,2.13664,0.65789,,
1030,2.20682,0.63158,,
1031,2.19472,0.63158,,
1032,2.51019,0.625,,
1033,2.89444,0.57143,,
1034,2.92057,0.52381,,
1035,1.75982,0.69444,,
1036,2.55047,0.625,,
1037,2.94983,0.57143,,
1038,2.91678,0.57143,,
1039,2.54258,0.6,,
1040,2.92921,0.54762,,
1041,2.16397,0.63158,,
1042,2.21037,0.60526,,
1043,2.25571,0.63158,,
1044,2.17971,0.63158,,
1045,2.15517,0.65789,,
1046,2.56123,0.6,,
1047,2.26087,0.63158,,
1048,2.59732,0.6,,
1049,2.56641,0.575,,
1050,2.10797,0.63158,,
1051,2.90191,0.57143,,
1052,2.89969,0.57143,,
1053,2.61329,0.6,,
1054,2.58844,0.6,,
1055,2.24579,0.63158,,
1056,2.58938,0.6,,
1057,2.96836,0.57143,,
1058,1.35098,0.70588,,
1059,2.58538,0.6,,
1060,2.88505,0.54762,,
1061,3.00068,0.57143,,
1062,2.55268,0.6,,
1063,2.99389,0.54762,,
1064,2.5959,0.6,,
1065,2.84012,0.57143,,
1066,2.62032,0.6,,
1067,2.93902,0.57143,,
1068,2.55678,0.6,,
1069,2.65092,0.6,,
1070,1.37308,0.70588,,
1071,2.16109,0.63158,,
1072,2.24121,0.63158,,
1073,2.89813,0.57143,,
1074,2.57215,0.6,,
1075,2.87578,0.57143,,
1076,2.25886,0.63158,,
1077,2.66035,0.6,,
1078,2.91516,0.57143,,
1079,2.87195,0.57143,,
1080,2.56491,0.6,,
1081,2.53674,0.6,,
1082,1.85967,0.66667,,
1083,2.88615,0.57143,,
1084,2.91365,0.57143,,
1085,2.90249,0.57143,,
1086,2.51627,0.6,,
1087,2.33364,0.63158,,
1088,2.55692,0.6,,
1089,2.19951,0.63158,,
1090,2.23096,0.63158,,
1091,2.18,0.63158,,
1092,2.48571,0.625,,
1093,1.35759,0.73529,,
1094,2.25126,0.63158,,
1095,2.56772,0.6,,
1096,2.5419,0.6,,
1097,2.54571,0.6,,
1098,2.15827,0.63158,,
1099,2.87434,0.57143,,
1100,2.23986,0.63158,,
1101,2.53803,0.6,2.54083,0.3
1102,2.19365,0.63158,,
1103,2.55675,0.6,,
1104,2.68609,0.575,,
1105,2.61699,0.6,,
1106,2.6462,0.6,,
1107,1.80532,0.66667,,
1108,2.95467,0.57143,,
1109,2.48997,0.6,,
1110,2.57137,0.6,,
1111,2.2924,0.63158,,
1112,2.19332,0.63158,,
1113,2.17533,0.63158,,
1114,3.03343,0.57143,,
1115,2.15656,0.63158,,
1116,2.60501,0.6,,
1117,2.52162,0.6,,
1118,2.54966,0.6,,
1119,2.51754,0.6,,
1120,2.5832,0.6,,
1121,2.89384,0.57143,,
1122,2.91331,0.57143,,
1123,1.77759,0.66667,,
1124,2.48476,0.6,,
1125,2.89466,0.57143,,
1126,2.23635,0.63158,,
1127,2.926,0.54762,,
1128,2.85022,0.57143,,
1129,3.01019,0.57143,,
1130,2.5943,0.6,,
1131,2.17313,0.63158,,
1132,2.62959,0.6,,
1133,2.57113,0.6,,
1134,2.90399,0.57143,,
1135,2.56911,0.625,,
1136,2.95136,0.57143,,
1137,2.60329,0.625,,
1138,2.26913,0.63158,,
1139,1.85992,0.66667,,
1140,1.84689,0.66667,,
1141,2.92675,0.57143,,
1142,2.57634,0.625,,
1143,2.52857,0.6,,
1144,2.55984,0.6,,
1145,2.85592,0.57143,,
1146,2.929,0.58974,,
1147,2.8556,0.57143,,
1148,2.57724,0.6,,
1149,2.84993,0.57143,,
1150,2.85423,0.57143,,
1151,2.93391,0.57143,,
1152,2.86407,0.57143,,
1153,2.61901,0.6,,
1154,1.49198,0.70588,,
1155,1.94809,0.66667,,
1156,2.26898,0.63158,,
1157,2.89653,0.57143,,
1158,2.94127,0.57143,,
1159,2.56032,0.6,,
1160,2.84988,0.57143,,
1161,2.6421,0.6,,
1162,2.22011,0.63158,,
1163,1.79311,0.66667,,
1164,2.21427,0.63158,,
1165,2.89864,0.57143,,
1166,2.1896,0.63158,,
1167,2.18196,0.63158,,
1168,2.91976,0.57143,,
1169,2.5386,0.6,,
1170,2.53685,0.6,,
1171,2.18744,0.63158,,
1172,2.15955,0.63158,,
1173,2.22766,0.65789,,
1174,2.48606,0.6,,
1175,2.53349,0.575,,
1176,1.8937,0.66667,,
1177,2.5447,0.6,,
1178,2.51877,0.6,,
1179,2.60908,0.575,,
1180,2.20477,0.63158,,
1181,2.44329,0.63158,,
1182,2.93695,0.57143,,
1183,2.64006,0.6,,
1184,1.37464,0.70588,,
1185,2.92916,0.57143,,
1186,2.62663,0.6,,
1187,2.54459,0.6,,
1188,1.75981,0.69444,,
1189,2.19727,0.63158,,
1190,2.5617,0.6,,
1191,2.56783,0.575,,
1192,2.50928,0.6,,
1193,2.53175,0.6,,
1194,2.59023,0.6,,
1195,2.92686,0.57143,,
1196,0.92348,0.75,,
1197,2.55358,0.6,,
1198,2.53324,0.6,,
1199,2.9804,0.57143,,
1200,2.32246,0.63158,,
1201,2.90764,0.57143,2.2204,0.31579
1202,2.55449,0.6,,
1203,1.82819,0.66667,,
1204,2.8629,0.57143,,
1205,2.6293,0.6,,
1206,2.88177,0.57143,,
1207,2.95345,0.57143,,
1208,1.80017,0.66667,,
1209,2.5645,0.6,,
1210,2.90294,0.57143,,
1211,1.81467,0.63889,,
1212,2.15881,0.63158,,
1213,2.19003,0.63158,,
1214,1.84311,0.66667,,
1215,2.90678,0.57143,,
1216,3.01991,0.57143,,
1217,2.83012,0.59524,,
1218,2.92847,0.54762,,
1219,2.53323,0.6,,
1220,2.56701,0.6,,
1221,2.56582,0.6,,
1222,2.94373,0.57143,,
1223,2.5814,0.6,,
1224,2.56156,0.6,,
1225,2.5605,0.6,,
1226,2.50056,0.6,,
1227,2.21418,0.63158,,
1228,2.54817,0.6,,
1229,2.21551,0.60526,,
1230,1.90678,0.66667,,
1231,1.80259,0.66667,,
1232,2.20419,0.63158,,
1233,2.6093,0.6,,
1234,2.47825,0.6,,
1235,2.26096,0.63158,,
1236,2.5127,0.625,,
1237,2.21397,0.65789,,
1238,2.63907,0.6,,
1239,2.51138,0.575,,
1240,2.68743,0.6,,
1241,2.87418,0.54762,,
1242,2.96702,0.57143,,
1243,2.24817,0.63158,,
1244,2.95453,0.57143,,
1245,2.57557,0.6,,
1246,2.66311,0.6,,
1247,2.22215,0.63158,,
1248,2.45116,0.63158,,
1249,2.16678,0.65789,,
1250,2.17627,0.63158,,
1251,2.90431,0.57143,,
1252,2.84489,0.54762,,
1253,2.55728,0.6,,
1254,1.82123,0.69444,,
1255,2.361,0.63158,,
1256,2.89051,0.57143,,
1257,2.56453,0.6,,
1258,2.53091,0.6,,
1259,2.49157,0.625,,
1260,2.8639,0.57143,,
1261,1.83924,0.66667,,
1262,2.17208,0.63158,,
1263,2.16473,0.63158,,
1264,2.15044,0.65789,,
1265,1.83187,0.66667,,
1266,2.26384,0.63158,,
1267,2.16815,0.65789,,
1268,2.90943,0.57143,,
1269,2.52512,0.6,,
1270,2.90405,0.57143,,
1271,2.56332,0.6,,
1272,1.83653,0.66667,,
1273,2.55089,0.6,,
1274,2.96424,0.57143,,
1275,2.54981,0.6,,
1276,2.80602,0.57143,,
1277,2.58889,0.625,,
1278,2.87135,0.57143,,
1279,2.22766,0.65789,,
1280,2.6043,0.6,,
1281,2.61088,0.575,,
1282,2.84287,0.57143,,
1283,1.85722,0.66667,,
1284,2.17437,0.60526,,
1285,2.59614,0.6,,
1286,2.25387,0.63158,,
1287,2.96652,0.57143,,
1288,2.55505,0.6,,
1289,2.22959,0.60526,,
1290,2.5465,0.6,,
1291,2.55841,0.6,,
1292,2.55584,0.625,,
1293,2.57411,0.6,,
1294,2.56496,0.6,,
1295,2.87675,0.57143,,
1296,2.5367,0.6,,
1297,2.88154,0.57143,,
1298,2.22998,0.63158,,
1299,2.57591,0.6,,
1300,2.59309,0.575,,
1301,1.82007,0.66667,2.33128,0.31579
1302,2.53396,0.6,,
1303,2.17014,0.63158,,
1304,2.57251,0.6,,
1305,2.56558,0.6,,
1306,2.14985,0.65789,,
1307,2.49867,0.6,,
1308,2.8688,0.57143,,
1309,2.83501,0.57143,,
1310,2.54398,0.6,,
1311,1.36822,0.73529,,
1312,2.2553,0.63158,,
1313,2.83977,0.54762,,
1314,2.6461,0.6,,
1315,2.87192,0.57143,,
1316,2.24624,0.63158,,
1317,2.53527,0.6,,
1318,2.17842,0.63158,,
1319,2.59329,0.6,,
1320,2.90075,0.57143,,
1321,2.88091,0.57143,,
1322,2.53036,0.625,,
1323,2.53302,0.6,,
1324,2.54722,0.6,,
1325,2.11598,0.63158,,
1326,1.79048,0.66667,,
1327,2.53653,0.6,,
1328,1.76648,0.66667,,
1329,2.55802,0.625,,
1330,2.56315,0.6,,
1331,2.8307,0.59524,,
1332,2.5823,0.6,,
1333,2.5145,0.6,,
1334,2.8484,0.57143,,
1335,1.79899,0.66667,,
1336,2.29295,0.63158,,
1337,2.49445,0.6,,
1338,2.58332,0.575,,
1339,2.25851,0.63158,,
1340,2.15543,0.63158,,
1341,2.25588,0.63158,,
1342,2.2706,0.63158,,
1343,2.94531,0.57143,,
1344,2.26861,0.60526,,
1345,2.90599,0.57143,,
1346,2.17269,0.65789,,
1347,2.92282,0.57143,,
1348,2.55471,0.625,,
1349,2.16075,0.63158,,
1350,2.55575,0.6,,
1351,2.84403,0.57143,,
1352,1.78627,0.69444,,
1353,2.96739,0.54762,,
1354,2.35798,0.63158,,
1355,2.5019,0.575,,
1356,2.58429,0.6,,
1357,2.18554,0.63158,,
1358,2.56007,0.575,,
1359,2.91941,0.57143,,
1360,2.54843,0.6,,
1361,2.90647,0.57143,,
1362,2.78821,0.57143,,
1363,1.73949,0.69444,,
1364,2.53267,0.6,,
1365,1.93299,0.66667,,
1366,2.5341,0.6,,
1367,2.83693,0.57143,,
1368,2.84657,0.57143,,
1369,2.53789,0.6,,
1370,2.3965,0.63158,,
1371,2.58223,0.6,,
1372,2.80171,0.57143,,
1373,2.55776,0.6,,
1374,2.56458,0.625,,
1375,2.48353,0.625,,
1376,2.86076,0.57143,,
1377,2.2621,0.63158,,
1378,1.80189,0.66667,,
1379,2.51692,0.6,,
1380,2.88921,0.57143,,
1381,2.60104,0.625,,
1382,2.60081,0.6,,
1383,2.85438,0.57143,,
1384,2.87798,0.57143,,
1385,2.85575,0.57143,,
1386,2.26755,0.63158,,
1387,2.45991,0.6,,
1388,2.91334,0.59524,,
1389,1.39457,0.70588,,
1390,2.11829,0.63158,,
1391,2.23098,0.63158,,
1392,2.28441,0.63158,,
1393,2.54646,0.6,,
1394,2.56123,0.6,,
1395,2.33929,0.63158,,
1396,2.5825,0.6,,
1397,2.5163,0.6,,
1398,2.86354,0.57143,,
1399,2.5558,0.6,,
1400,1.81346,0.69444,,
1401,2.88722,0.57143,2.85941,0.28571
1402,2.17707,0.63158,,
1403,2.5643,0.6,,
1404,2.56397,0.6,,
1405,2.94841,0.58537,,
1406,2.23541,0.63158,,
1407,2.51416,0.6,,
1408,2.88748,0.57143,,
1409,2.57742,0.6,,
1410,3.00172,0.57143,,
1411,2.18979,0.63158,,
1412,2.82071,0.57143,,
1413,2.51575,0.6,,
1414,1.7961,0.66667,,
1415,1.82945,0.66667,,
1416,2.88341,0.57143,,
1417,2.14283,0.65789,,
1418,2.54265,0.6,,
1419,2.92297,0.57143,,
1420,2.45197,0.625,,
1421,2.54596,0.6,,
1422,2.64072,0.6,,
1423,2.89034,0.54762,,
1424,2.90197,0.57143,,
1425,2.27953,0.63158,,
1426,2.57237,0.6,,
1427,1.82352,0.66667,,
1428,2.18593,0.63158,,
1429,2.51734,0.6,,
1430,2.6007,0.6,,
1431,2.6056,0.6,,
1432,2.89214,0.57143,,
1433,2.49341,0.575,,
1434,2.59316,0.6,,
1435,2.87763,0.57143,,
1436,0.81528,0.75,,
1437,2.53102,0.6,,
1438,2.58113,0.6,,
1439,2.14528,0.60526,,
1440,2.53341,0.6,,
1441,2.83464,0.57143,,
1442,2.14712,0.63158,,
1443,2.56556,0.6,,
1444,2.11389,0.63158,,
1445,2.48927,0.6,,
1446,1.73564,0.66667,,
1447,2.52079,0.6,,
1448,2.52782,0.6,,
1449,2.87284,0.57143,,
1450,2.19544,0.63158,,
1451,2.55235,0.6,,
1452,2.5872,0.6,,
1453,2.20077,0.65789,,
1454,2.98261,0.57143,,
1455,3.00992,0.57143,,
1456,2.60445,0.6,,
1457,2.15545,0.63158,,
1458,2.55331,0.6,,
1459,2.53577,0.6,,
1460,2.88263,0.57143,,
1461,2.68374,0.6,,
1462,2.7224,0.6,,
1463,2.6212,0.6,,
1464,2.48302,0.625,,
1465,2.19693,0.63158,,
1466,2.20859,0.63158,,
1467,2.16773,0.63158,,
1468,1.25631,0.73529,,
1469,2.60076,0.6,,
1470,2.19412,0.65789,,
1471,2.56474,0.6,,
1472,2.9417,0.57143,,
1473,2.55503,0.6,,
1474,2.84614,0.57143,,
1475,2.51732,0.6,,
1476,2.87179,0.57143,,
1477,2.9385,0.57143,,
1478,2.90387,0.57143,,
1479,2.94374,0.57143,,
1480,2.59123,0.6,,
1481,2.17823,0.63158,,
1482,2.95828,0.57143,,
1483,2.65793,0.575,,
1484,1.41721,0.70588,,
1485,1.78157,0.66667,,
1486,2.94732,0.57143,,
1487,2.84785,0.57143,,
1488,2.63602,0.6,,
1489,2.92272,0.57143,,
1490,2.85606,0.57143,,
1491,2.56024,0.6,,
1492,1.80247,0.69444,,
1493,2.19843,0.63158,,
1494,2.5453,0.6,,
1495,2.60824,0.6,,
1496,2.55021,0.6,,
1497,2.56886,0.6,,
1498,2.90084,0.59524,,
1499,2.14327,0.63158,,
1500,1.73672,0.66667,,
1501,2.55251,0.575,2.1667,0.31579
1502,2.85522,0.57143,,
1503,2.94124,0.57143,,
1504,2.13997,0.63158,,
1505,2.90144,0.57143,,
1506,2.62989,0.6,,
1507,2.56749,0.6,,
1508,2.87143,0.57143,,
1509,2.82664,0.57143,,
1510,2.68107,0.6,,
1511,2.86279,0.57143,,
1512,2.55804,0.6,,
1513,2.27073,0.60526,,
1514,2.97399,0.58974,,
1515,2.52139,0.625,,
1516,2.98566,0.57143,,
1517,2.21803,0.63158,,
1518,2.54781,0.625,,
1519,2.9288,0.57143,,
1520,2.53114,0.6,,
1521,2.52744,0.6,,
1522,2.20809,0.63158,,
1523,2.13129,0.65789,,
1524,2.54404,0.6,,
1525,2.49834,0.6,,
1526,2.5627,0.6,,
1527,2.89226,0.57143,,
1528,2.61211,0.6,,
1529,2.18281,0.60526,,
1530,1.90926,0.66667,,
1531,2.51162,0.6,,
1532,1.82629,0.66667,,
1533,2.58066,0.6,,
1534,2.50467,0.6,,
1535,2.58828,0.6,,
1536,2.85299,0.57143,,
1537,2.53189,0.6,,
1538,1.84617,0.66667,,
1539,2.89951,0.54762,,
1540,2.19034,0.63158,,
1541,2.55691,0.6,,
1542,2.58739,0.6,,
1543,2.83849,0.57143,,
1544,2.24497,0.60526,,
1545,2.56283,0.6,,
1546,2.81295,0.57143,,
1547,2.6172,0.6,,
1548,2.90324,0.57143,,
1549,2.53946,0.625,,
1550,2.877,0.57143,,
1551,2.58085,0.6,,
1552,2.53646,0.6,,
1553,2.21856,0.65789,,
1554,2.50295,0.6,,
1555,2.90939,0.57143,,
1556,2.17491,0.65789,,
1557,2.6209,0.6,,
1558,2.93389,0.57143,,
1559,2.19474,0.63158,,
1560,0.96088,0.75,,
1561,2.55821,0.6,,
1562,2.88377,0.57143,,
1563,2.60732,0.6,,
1564,2.47441,0.6,,
1565,2.85333,0.57143,,
1566,2.15321,0.63158,,
1567,2.58564,0.6,,
1568,2.49841,0.6,,
1569,1.75721,0.69444,,
1570,1.89769,0.66667,,
1571,2.83359,0.57143,,
1572,2.6179,0.6,,
1573,2.6266,0.6,,
1574,2.57173,0.6,,
1575,2.54484,0.6,,
1576,2.60024,0.6,,
1577,2.14261,0.63158,,
1578,2.56563,0.6,,
1579,2.4922,0.6,,
1580,2.56265,0.6,,
1581,2.22008,0.63158,,
1582,2.19041,0.63158,,
1583,2.22253,0.65789,,
1584,2.55402,0.6,,
1585,2.87558,0.57143,,
1586,2.86957,0.57143,,
1587,2.55232,0.6,,
1588,2.20633,0.63158,,
1589,2.21417,0.63158,,
1590,2.83483,0.57143,,
1591,2.62813,0.6,,
1592,2.27766,0.63158,,
1593,2.85653,0.57143,,
1594,2.64067,0.6,,
1595,2.54848,0.6,,
1596,2.83225,0.57143,,
1597,3.04442,0.57143,,
1598,1.37719,0.70588,,
1599,2.99534,0.57143,,
1600,3.121,0.57143,,
1601,2.53791,0.6,2.57168,0.3
1602,2.57152,0.6,,
1603,2.62508,0.6,,
1604,2.86261,0.54762,,
