10001,在多党制投票时可能会变得混乱,我们应该采用多党制。
10002,它可能带来更多伤害，而不是帮助。,我们应该禁止自然疗法。
10003,这可能导致人们表现出他们通常不会表现出的行为，这种行为是不应该合法的。,诱捕应该合法化。
10004,这可能会对媒体和政府的观点产生偏见。,我们应该对新闻业进行补贴。
10005,它可能引发嫉妒并导致冲突。,我们应该合法化一夫多妻。
10006,这可能会导致嫉妒、忽视和争执。,我们应该合法化一夫多妻制。
10007,它可以为女性创造更多的经济支持。,我们应该合法化一夫多妻。
10008,它可能带来的伤害大于好处。它已经永久地毁掉了人们的外表，从而毁掉了人们的生活。,我们应该禁止整形手术
10009,这种情况可能带来更多的伤害而不是好处。有些手术操作失败导致了人们生活的毁灭，让他们的外貌受到了破坏。,我们应该禁止整形手术。
10010,这可能会给孩子们传递一个错误的信息，即女性比男性低下。,我们应该合法化一夫多妻。
10011,这可以帮助治疗疾病，研究看起来很有希望。,我们应该补助胚胎干细胞研究。
10012,它可以帮助一个来自破裂家庭的孩子，提供一个更稳定的环境，让他们过上更好的生活。,寄养制度带来的危害大于好处。
10013,它可以帮助改善外表，从而提高一个人的自尊心。,我们应该禁止整容手术
10014,它可以帮助促成积极变革。,我们应该限制司法激进主义。
10015,它可以帮助人们建立新的联系，重新连接旧友。,社交媒体带来的伤害多于好处。
10016,如果夫妇只能承担两个孩子，并且他们想要一个男孩和一个女孩，这可以帮助更好地规划家庭。,我们应该合法化性别选择。
10017,它可以帮助获取某些信息。很容易扭曲他们的话，抓住他们撒谎的痕迹。,陷阱应该合法化
10018,它可以帮助防止歧视。,我们应该终止平权行动。
10019,它可以帮助进行教育定位，让学生受到挑战但不会被迫做超出自己极限的事情。,智力测试带来的伤害大于益处。
10020,它可以帮助进行医学研究，进而导致治疗和治愈许多不同的疾病。,我们应该禁止人类克隆。
10021,这可能导致人们待在家里自行治疗而不去专业医院。,我们应该禁止自然疗法
10022,这可能导致社会中的性别失衡。,我们应该合法化性别选择。
10023,这可能导致陌生人以及熟人的侵入行为。同时也会使我们容易丧失隐私。,社交媒体带来的负面影响多于正面影响。
10024,这可能会导致停滞和缺乏增长。,我们应采取紧缩政策。
10025,这可能导致使用更严重的毒品。,我们应该合法化大麻。
10026,它可以使一些人更加“平等”。,我们应该反对集体主义。
10027,这可以为个人的职业发展打开大门，应得到政府的支持。,我们应该对太空探索进行补贴。
10028,如果卖淫合法化，它可以保护女性免受虐待和暴力，因为她们能够寻求帮助。,我们应该将卖淫合法化。
10029,它可以为妇女提供财务安全。,我们应该合法化一夫多妻制。
10030,它可以借助其他途径的资金生存。,我们应该对维基百科进行补贴。
10031,它无法被废除，它被宪法保障。,我们应该废除持有与携带武器的权利。
10032,允许有目标的暗杀绝对不是道德上正确的，因为这样做会使我们和肇事者没什么两样。,我们应该禁止有针对性的暗杀。
10033,以有针对性的杀人作为行动是道德上无法被认可的，这会让我们与被瞄准的人没有任何区别。,我们应该禁止有针对性的暗杀。
10034,不能强制执行，因为不是所有人都想要一名公共辩护人。,公共辩护律师的使用应该是强制性的。
10035,基于种族对单身人士进行单独定性是错误的和带有偏见的。,我们应该结束种族歧视。
10036,当未成年人接受手术而不是为了健康时，这会带来更多的危害。,我们应该禁止未成年人进行整容手术。
10037,这导致人们因小罪行而受到不成比例的严厉判决。,我们应该废除三次定罪法。
10038,它会引起污染，给人们带来痛苦，人们需要广阔的开阔空间。,我们应该抵制城市化。
10039,它引起了如此大的干扰，需要加以限制。,我们应该限制司法激进主义。
10040,这导致学费增加得太多。,我们应该补贴学生贷款
10041,结论是顺势疗法在临床上是有效的、具有成本效益且安全的。,顺势疗法带来的危害大于益处。
10042,"它连接世界各地的人们它允许众包进行慈善工作它可以帮助与他人交流的孤立人群",社交媒体带来的负面影响大于正面影响
10043,举办一个为期两周的活动成本太高。,我们应该废除奥运会
10044,这花费太多时间太长，发挥不了作用，我们有更紧迫的事情需要用钱来支持。,我们应该资助太空探索。
10045,纳税人为了举办一些他们可能感兴趣的比赛花费太多了。,我们应该废除奥运会。
10046,探索太空成本太高，这些资金可以用于其他地方造福人类。,我们应该资助太空探索。
10047,将太空飞船送往其他行星成本太高。,我们应该资助太空探索。
10048,在建设比赛场馆上花费太多，而且这些建筑再也无法再次利用。,我们应该废除奥运会。
10049,它有助于寻找治疗疾病的方法。,我们应该禁止人类克隆。
10050,这可能发生在某个错误判决的人身上。,我们应该废除死刑。
10051,可以认为否认大屠杀是一种憎恨犯罪，应该制定法律保护那些在无法言说的罪行中丧生的人的记忆。,否认大屠杀应该成为一种犯罪行为
10052,可能会很好，拥有一个鼓励人们关注群体而不是个体的系统。,我们应该反对集体主义。
10053,这可能对因医疗原因需要的未成年人有所帮助。,我们应该禁止未成年人进行整形手术。
10054,有些人可能会杀人然后试图把它说成是辅助自杀。,协助自杀应被视为刑事犯罪。
10055,这可能对年轻人特别适用，他们可能会看到不适合自己年龄的内容。社交媒体也可能被用作犯罪、欺凌或仇恨的平台。,社交媒体带来的负面影响多于积极影响。
10056,它可能被用于犯罪活动,我们应禁止人类克隆。
10057,私人公司发展军队并聚集武器可能具有非常有害的影响，你永远无法知道他们可能会做出什么或者有能力做什么。,我们应该禁止私人军事公司。
10058,可以认为，使用性别中立语言的需要是过于敏感的，而很少有人会因为性别术语而感到冒犯。,我们应该采用中性语言
10059,它可能偏袒给付款方。,我们应该对新闻业进行补贴。
10060,这可能会影响那些经济依赖捕鲸的国家。,我们应该禁止捕鲸。
10061,这可以帮助弥补因在工作岗位上所产生费用的不足。,我们应该对居家爸爸提供补贴。
10062,它有助于提高新闻事件生产质量，并进而通过成为主要分发者，从而使经济受益。,我们应该给新闻业提供补贴。
10063,它可以帮助指引找到治疗某些疾病的途径。,我们应该禁止人类克隆。
10064,这有助于减少对人们和妓女的强奸和性虐待，并能够进行监管。,我们应该合法化卖淫。
10065,它可以帮助支持新闻行业，帮助人们创作引人入胜且高质量的文章，提供更广泛的报道，减少虚假或误导性的标题。,我们应该对新闻业进行补贴。
10066,如果因为一件小事而惩罚孩子，这可能会伤害孩子的未来。,我们应该在学校实行零容忍政策。
10067,这可能导致器官黑市的出现,我们应该合法化器官交易。
10068,这可能导致很大的监狱人口，对州政府来说可能非常昂贵。,我们应该废除三罢法。
10069,这可能会导致捐助者试图影响内容。,我们应该给维基百科提供资助。
10070,这可能导致强制人们转变信仰。,我们应该禁止传教工作。
10071,这可能会导致未来的医学突破。,我们应该对胚胎干细胞研究进行补助。
10072,这可能会导致人类在未来进一步加强，因此我们不应该禁止它,我们应该禁止人类克隆。
10073,这可能会对盲人的生活质量带来巨大的改善，否则这些人将无法驾驶。,我们应该停止自动驾驶汽车的发展。
10074,这可能会带来对人类有益的医学进步。,我们应该禁止人类克隆。
10075,这可能导致人们被迫卖器官。,我们应该合法化器官交易。
10076,这可能导致人们被奴役其中。,我们应该合法化卖淫。
10077,这可能导致妇女被迫无意生育。,代孕应该被禁止。
10078,它可以提供更多的就业机会，促进企业的增长。,我们应该抵抗城市化。
10079,它可以创造一个更大的家庭，提供更好的支持。,我们应该合法化一夫多妻制。
10080,它为行业创造了大量的产品和额外收入。,我们应该禁止工厂养殖
10081,它会培养出一种懒惰的亚文化。,我们应该合法化大麻
10082,这给具有权限的人创造了不公平的优势,我们应该禁止算法交易。
10083,它在意见不一的人之间制造冲突。,我们应该采取多党制。
10084,它会导致交通拥堵和污染。,我们应该抵制城市化。
10085,它造成了交通拥堵和污染。,我们应该抵制城市化。
10086,这会导致肥胖和健康问题。,我们应该禁止快餐。
10087,它创造了就业机会并支持企业。,我们应该抵制城市化。
10088,这会促进旅游业发展并帮助当地企业。,我们应该废除奥运会。
10089,这是因为虚假新闻可以很容易地传播并提供错误信息。,社交媒体带来的伤害大于好处。
10090,这是因为它实际上没有起作用，而且可能使人更加生病。,顺势疗法带来的危害大于好处。
10091,这是因为测试无法全面考量一个人的知识和个性，有时会让人们被贴上聪明的标签，即使他们并非如此，或者被贴上愚蠢的标签，即使他们是聪明的。这可能会对个人产生重大影响。,智力测试带来的危害大于好处。
10092,这样做是因为人们只是为了钱而做，可能会伤害孩子。,寄养制度带来的伤害多于好处。
10093,它带来的好处多于危害。它可以帮助抓捕罪犯和恐怖分子。,我们应该结束种族歧视。
10094,这不会带来伤害，它们可以是一种更客观的方式来识别那些可能受益于的孩子。,智力测试带来的负面影响大于积极作用。
10095,它不会对健康造成任何问题,我们应该合法化大麻
10096,它容纳不了太多人，不值得花钱让它保持开放。,我们应该关闭关塔那摩湾拘留营
10097,它目前的形式毫无意义。,应该放弃独身誓言
10098,这并不能改善经济增长。,我们应该补贴职业教育。
10099,这并不真正起作用，所以是资源的浪费。,我们应该结束平权行动。
10100,这不起作用，却给人们希望，而他们应该得到真正的治疗。,我们应该禁止自然疗法。
10101,它并不比传统药物疗法更有效。,我们应该禁止自然疗法。
10102,这意味着人们会失去他们的钱。,我们应该禁止算法交易。
10103,它的确提供更实惠的食物福利,我们应该禁止工厂养殖。
10104,因为它给予了孩子有机会拥有正常生活和榜样，而不只是呆在福利机构里。,寄养家庭带来的伤害大于好处。
10105,这是因为它让普通人有机会传播他们的观点和信仰，否则这些声音可能不会被听到。,社交媒体带来的危害大于好处。
10106,这个测试并不准确，因为它只是一个愚蠢的测试，任何人都知道它并不能全面覆盖一个人的全部方面。,智力测试带来的伤害大于好处。
10107,这并不能阻止犯罪，而只是为了复仇。无辜项目已经为死囚平反了二十人，考虑到他们有限的资源，我相信这个数字会更高。,我们应该废除死刑。
10108,不管你信仰什么神，但每个人都应该信仰某个神。,我们应该接受无神论。
10109,并不意味着它在所有情况下都能奏效，还可能导致一些人死亡。,顺势疗法带来的危害多于好处
10110,这使我们能够审问嫌疑人，而不让他们危害美国本土。,我们应该关闭关塔那摩湾拘留营。
10111,它使种族主义者得以继续针对犹太人。,否认大屠杀应该是一种犯罪行为。
10112,这强化了男孩要阳刚、女孩要娇柔的观念。他们应该有权穿着他们喜欢的方式。,我们应该放弃使用校服。
10113,它强化了未成年人不健康的自我主义观念，并让他们产生了这样的印象：如果他们想要改变，可以轻松支付获取快速解决方案。,我们应该禁止未成年人进行整形手术。
10114,这强化了一种刻板印象，即某种族的所有人都是危险的罪犯。,我们应该终止种族歧视。
10115,它使不需要钱的人变得更加富有，与此同时，时薪工人却在挨饿。,我们应该限制高管的薪酬
10116,它剥削贫困妇女，这些妇女需要钱，迫切需要那笔钱。,代孕应该被禁止。
10117,它有利于群体的价值和社会的利益。,我们应该反对集体主义。
10118,将信仰犯罪化，无论其多么令人反感，都与民主所代表的一切背道而驰——否认大屠杀只是其中一个例子。,否认大屠杀应该被视为刑事犯罪
10119,它迫使更有资质的人失去工作，用资质较差的人来取代他们。,我们应该结束强制退休。
10120,这给使用它的人一个不公平的优势。,我们应该禁止算法交易
10121,它为孩子们提供了成功的机会，否则他们可能一无所有。处于风险之中的儿童在寄养家庭中获得机会和安全，这有助于他们长大后取得成功。,寄养家庭带来的伤害大于好处
10122,它为不孕夫妇提供了生育孩子的机会,代孕应该被禁止。
10123,这为人们提供了更多选择，让他们可以选择他们想要的政府类型。,我们应该采用多党制。
10124,这使更多的人有机会改进市场上已有的产品，而不必担心侵犯版权问题。,我们应该废除知识产权。
10125,这让人产生了对他人的优越感。有些人只是不擅长应试，这并不意味着他们不聪明。,智力测试带来的危害大于好处。
10126,它为人们提供了一个假装、炫耀和欺凌他人的平台。它也让人们相信其他人拥有他们想要的一切，认为他们的生活是完美的，从而导致心理健康问题。,社交媒体带来的危害大于好处。
10127,它为某人提供了一个藏匿不健康思想的地方,我们应该废除安全空间。
10128,这为大型投资者带来了不公平的优势。如果市场一次无法支撑如此多的交易量，就根本不应该这样做。这会极大地改变市场的流动性。,我们应该禁止算法交易。
10129,这让女性有机会成为母亲，即使她们自己无法怀孕。,代孕应该被禁止。
10130,这对于和亲人保持联系很重要。,社交媒体带来的危害多于好处。
10131,这会伤害穷人，并使很多人陷入贫困。,加沙地带的封锁应该结束。
10132,它为人们提供了丰厚的收入，男性和女性的工资是相等的。,我们应该禁止私人军事公司。
10133,广泛证明社交媒体对用户的心理健康产生负面影响，甚至社交媒体公司也承认了这一点。,社交媒体带来的危害大于好处。
10134,美国的人们把持有枪支视为一项权利已经存在很久，因此他们不愿放弃自己的枪支。,我们应该废除拥有和携带武器的权利。
10135,这已经持续了几个世纪，应该继续。,我们应该禁止捕鲸。
10136,已经证实智力测试有助于评估和适当分级学生。,智力测试带来的危害大于好处
10137,已经证明，一些被处死的人实际上是无辜的。,我们应该废除死刑。
10138,已经证明，非常年幼的孩子在母亲的亲密陪伴下发展更好 - 为了平等而割裂这种生物联系是短视和有害的。,我们应该对居家父亲提供补贴。
10139,已经证明其有效性，比药物等更安全，价格也更实惠。,我们应该禁止自然疗法。
10140,它已被证明有效，并且比传统药物和药品更安全。,顺势疗法带来的危害大于好处
10141,据报道，在大多数一夫多妻关系中，一方或多方会感到自己不重要并对这种安排感到不舒服。,我们应该合法化一夫多妻。
10142,据报道，许多在家父亲都会患抑郁症。,我们应该为选择留在家中照顾孩子的父亲提供补贴。
10143,已经证明，死刑并不能阻止犯罪，因此毫无意义。,我们应该废除死刑。
10144,已经有研究表明，如果学校实施零容忍政策，那么儿童辍学的风险会更高。,在学校应采取零容忍政策。
10145,已经有研究表明，由生物父母共同抚养长大的孩子往往表现更好。,我们应该放弃婚姻
10146,研究表明，易于获得的卖淫可以通过让男性有安全、自愿的出口，从而更广泛地减少对女性的暴力。,我们应该合法化卖淫。
10147,已经证明了某些肤色的人犯下了特定的犯罪行为。如果大多数犯罪都由某个种族犯下，那么很有可能就是你正在寻找的那个人。,我们应该结束种族歧视。
10148,已经证明，那些有两次罪行记录的人更不太可能再次犯罪，因为他们害怕入狱。,我们应该废除三罢法。
10149,这已经是长期以来的惯例，应该继续保持。,我们应该禁止烧国旗。
10150,这个方案已经尝试了很多年，所有的迹象都表明它已经失败了。,我们应该结束平权行动。
10151,它具有深刻的宗教意义，必须为了宗教而遵从。,应该放弃独身誓言。
10152,它有良好的教育和福利待遇,我们应该禁止私人军事公司。
10153,高管薪酬已经不再取决于个人的贡献，即使公司亏损和员工被解雇，他们也在拿着高薪。,我们应该限制高管薪酬
10154,它有许多很好的用途，并且可以成为各州和联邦政府的税收来源。,我们应该合法化大麻。
10155,它具有许多有益的药用特性，如在化疗过程中帮助癌症患者保持进食。,我们应该合法化大麻
10156,这没有任何科学依据，可能会加重任何疾病。,我们应该禁止自然疗法。
10157,尚未证明捕鲸对海洋生态系统或鲸鱼种群造成负面影响，且为许多家庭提供生计，应出于这个原因允许捕鲸。,我们应该禁止捕鲸。
10158,它提供了有用的信息，帮助找到恐怖分子并阻止恐怖袭击。,我们应该关闭关塔那摩湾拘留营。
10159,费用太高，对一些人来说可能很难支付。,应该禁止发放工资日贷款
10160,它有太多的副作用，因此不应该合法化。,我们应该合法化大麻
10161,尚未被证明对抗疾病是安全的,我们应该禁止自然疗法。
10162,它有助于为边缘群体带来机会，促进公平竞争。,我们应该结束平权行动。
10163,它有助于填补劳动力中的重要职位。,我们应该资助职业教育。
10164,它帮助有器官需求的人更容易地获得器官。,我们应该合法化器官交易。
10165,这有助于保护美国，因为恐怖分子不在美国，所以某些法律不适用于这些人。,我们应该关闭关塔那摩湾拘留营。
10166,它有助于为人们提供更便宜的产品。,我们应该禁止工厂养殖。
10167,它可以帮助一些人减轻巨大的痛苦。,协助自杀应视为刑事犯罪。
10168,它有助于小型第三世界国家实现现代化。,我们应该禁止传教工作。
10169,它帮助了很多人，没有什么好理由让它非法，尤其是在酒精是合法的情况下。,我们应该合法化大麻。
10170,它帮助穷人能够上大学或职业学校。,我们应该对学生贷款进行补贴
10171,这有助于抓住更多的罪犯，因此它应该是合法的。,诱导应当被合法化。
10172,它有助于连接人们并建立关系。,社交媒体带来的危害大于好处。
10173,它有助于清除恐怖分子和其他危险分子,我们应该禁止针对性杀戮。
10174,这有助于确保父母能得到他们想要并且会爱的孩子的性别,我们应该合法化性别选择。
10175,它有助于提升被边缘化群体，并为他们提供可能否则无法获得的机会。,我们应该结束平权行动。
10176,这有助于衡量一个人对所学知识的理解程度,智力测试带来的危害大于好处。
10177,它能帮助交易员比他们通常可能做到的更快地完成订单。,我们应该禁止算法交易。
10178,它有助于多样性，并确保每个人都有公平的机会。,我们应该结束平权行动。
10179,这里关押着一些最危险的人，这些人应该尽可能远离社会。,我们应该关闭关塔那摩湾拘留营。
10180,它关押了一些非常危险的罪犯，不应该允许他们进入这个国家。,我们应该关闭关塔那摩湾拘留营。
10181,当一个男人拥有多个妻子时，会伤害整个家庭。,我们应该合法化一夫多妻关系
10182,这会伤害乡村并破坏很多动物的家园。,我们应该反对城市化。
10183,这会损害你的头脑，所以应该是非法的,我们应该合法化大麻
10184,它灌输了一种自私自利的文化,社交媒体带来的害大于益。
10185,将每个犯有3项轻罪的人监禁25年，这样做是对资源和监狱空间的完全浪费。有更好的途径可以选择，成本更低，并且有助于犯罪者的改造。,我们应该废除三次重罪定律。
10186,政府为那些有时并没有最终留在国家的人的学习成本提供补贴，这是一个复杂的局面。,我们应该对学生贷款进行补贴。
10187,拥有武器的权利是一项宪法权利，可以让您享受体育运动、狩猎以及保护您和您的亲人。,我们应该废除持有和携带武器的权利
10188,这是一项宪法权利，允许人们享受体育并保护自己的家人。,我们应该废除持有和携带武器的权利
10189,每个人都有宪法赋予的持枪权，并且在需要时应当有自卫的能力。,我们应该废除持有和携带武器的权利。
10190,保持和携带武器以自卫和参加枪械运动是一项宪法权利。,我们应该废除持有和携带武器的权利
10191,夫妇有权利自行决定是否举行婚礼/婚宴，这不是政府的权力。,我们应该放弃婚姻。
10192,这是一个不太像真正宗教的疯狂宗教。,我们应该禁止科学教会。
10193,杀人是一种犯罪行为，帮助某人自杀的行为也是如此。,协助自杀应该是一种犯罪行为
10194,"这是对孤儿和被遗弃儿童至关重要的必需服务，这对那些选择很少的孩子来说可以是一个非常有益的环境。",寄养会带来更多的伤害而不是好处。
10195,这是一个残忍野蛮的行为，需要被终止。,我们应该禁止捕鲸。
10196,这是一种残酷的惩罚形式，一个文明社会不应该参与其中。,我们应该废除死刑。
10197,这是一种残忍的做法，会导致鲸的灭绝。,我们应该禁止捕鲸。
10198,这是一个操纵易受影响人群的邪教。,我们应该禁止科学教会。
10199,在一些文化中，随着在公司中职位的升高，获得的补偿就会越多，这种文化很难改变。,我们应该限制高管薪酬。
10200,这是一个只有父母才能做出决定的事情，直到孩子们长大到能自己做决定的年龄。,我们应该禁止未成年人做整容手术。
10201,这是对国家的耻辱，应该被取缔。,我们应该禁止烧国旗。
10202,这是一种让人讨厌的赚钱方式,我们应该将卖淫合法化。
10203,种族，尽管这是令人不悦的事实，但常常是犯罪的一种偏好。我们应该努力改变这种情况，但在这一事实存在的同时，必须利用这种认识来保护整体。,我们应该终止种族歧视审查。
10204,大屠杀发生是事实，声称相反不仅是谎言，而且也是危险的。,否认大屠杀应该是一种犯罪行为。
10205,这是一种为我们的市场增值的商业形式,我们应该禁止算法交易。
10206,这是一种言论自由的形式，最高法院已经证实了烧它的权利。,我们应该禁止烧国旗。
10207,这是一种言论自由的形式，因此不应该被禁止。,我们应该禁止烧国旗。
10208,被 telemarketer 不断联系是一种骚扰行为。,我们应该禁止电话推销。
10209,这是一个自由的国家，人们可以创立任何他们想要的业务。,应禁止发放工资日贷款
10210,美国公民保有和携带武器是一项基本权利，剥夺这一权利只会将武器交易推至地下。,我们应该废除持有和携带武器的权利。
10211,这是一种“门户毒品”，许多人从它开始，最终却沦落到更严重的毒品上。,我们应该合法化大麻
10212,这是青少年的通往毒品之门，会引导他们走上一条漫长可怕的道路。,我们应该合法化大麻
10213,这是一种导致更严重药物的网关药物,我们应该合法化大麻
10214,这是通往更有害药物的入口。,我们应该合法化大麻
10215,这是一种入门毒品，我们不希望鼓励人们走上这条危险的道路。,我们应该合法化大麻
10216,这是世界体育界最好的全球庆典，废除它将是一种遗憾。,我们应该废除奥运会。
10217,这是一个很好的保持联系的方式。,社交媒体带来的危害大于好处。
10218,这是评估学生能力的一个很好的基准。,智力测试带来的危害大于好处。
10219,这是一个用来关押一些世界上最危险的人的设施。,我们应该关闭关塔那摩湾拘留营。
10220,这是一个好主意，通过这种方式，社区内会就某一特定主题的优缺点进行分析。,我们应该反对集体主义。
10221,这是一个很好的措施，因为我们的年轻人目前缺乏责任感和纪律性，有了这个措施，我们更加倾向于那种能力。,我们应该在学校实行零容忍政策。
10222,对于居住在偏远地区的人来说，这是一个不错的选择。,我们应该禁止电话营销。
10223,这是一个很好的知识和娱乐来源。,我们应该放弃电视。
10224,这是控制超支和债务累积的好方法。,我们应该实施紧缩政策。
10225,这是一个灌输 discipline 的好方法,我们应该放弃使用校服。
10226,如果正确使用，这是销售产品的好方法。,我们应该禁止电话推销。
10227,这是任何主题的重要信息来源。,我们应该对维基百科进行补贴。
10228,当父亲想要在家照顾自己的孩子时，这是一件很好的事情，但通常他们需要作为主要的收入来源者，因此对他们提供补贴会极大地帮助。,我们应该为全职爸爸提供补贴。
10229,这是世界各国走到一起的绝佳方式。,我们应该废除奥运会。
10230,这是展示每个国家体育人才的绝佳方式。,我们应该废除奥运会。
10231,对那些犯下非暴力犯罪的人来说，这是一种严厉的惩罚。,我们应该废除三罢法。
10232,这是一种对待学生的严厉方式，可能会导致更多叛逆的态度。,在学校中我们应该采取零容忍政策。
10233,人们能够以任何方式言论是一项人权。,我们应该采用性别中立的语言。
10234,如果代孕者想要利用自己的身体来怀孕，那么选择代孕是合法的，而州政府没有权利阻止这一选择。,代孕应该被禁止。
10235,这是对某人能力的合法评估。,智力测试带来的危害大过益处。
10236,这是技术的合法使用。,我们应该禁止算法交易。
10237,这是一种合法增加业务和销售并创造就业机会的方式。,我们应该禁止电话推销。
10238,这是一种目前受第一修正案保护的言论自由方式。禁止它将是违宪的。,我们应该禁止烧国旗。
10239,这是一种厌恶女性的文化，不应被容忍。,我们应该合法化一夫多妻。
10240,对于医生来说，这是一个赚钱的交易，但对一些人来说结果却是灾难性的。,我们应该禁止整形手术。
10241,这是一种天然、安全、具有药用价值的植物。,我们应该将大麻合法化。
10242,在某些社会中，实行一夫多妻制是必要的，因为这样可以增加人口数量。,我们应该合法化一夫多妻。
